id,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
1552,1,0,60,9,0,3,0.05,0,0.0,1
1553,0,0,28,4,0,0,0.0,0,0.0,2
1554,0,0,180,25,0,0,0.0,0,0.0,5
1555,0,0,186,27,0,0,0.0,5,0.03,1
1556,0,0,167,24,0,0,0.0,0,0.0,5
1557,0,0,88,12,0,0,0.0,0,0.0,1
1558,1,0,37,5,0,4,0.11,0,0.0,2
1559,0,0,179,22,1,0,0.0,0,0.0,1
1560,1,0,58,8,0,4,0.07,0,0.0,5
1561,1,0,23,3,0,0,0.0,0,0.0,5
1562,1,0,359,52,1,0,0.0,0,0.0,5
1563,0,0,74,10,0,0,0.0,0,0.0,5
1564,0,0,34,4,0,0,0.0,0,0.0,2
1565,0,0,72,9,0,0,0.0,0,0.0,5
1566,1,0,83,12,0,3,0.04,0,0.0,1
1567,0,0,45,6,0,0,0.0,0,0.0,5
1568,1,0,16,3,0,0,0.0,0,0.0,5
1569,1,0,74,9,0,4,0.05,0,0.0,5
1570,0,0,179,31,1,0,0.0,2,0.01,5
1571,0,0,103,14,0,0,0.0,0,0.0,5
1572,1,0,15,3,0,2,0.13,0,0.0,5
1573,0,0,299,43,4,0,0.0,0,0.0,2
1574,0,0,82,12,0,0,0.0,0,0.0,1
1575,0,0,15,2,0,0,0.0,0,0.0,5
1576,1,0,54,8,0,0,0.0,0,0.0,1
1577,0,0,155,19,0,0,0.0,0,0.0,1
1578,1,0,50,8,0,5,0.1,0,0.0,4
1579,0,0,1046,182,0,0,0.0,3,0.0,2
1580,0,0,74,12,0,0,0.0,0,0.0,1
1581,1,0,64,9,0,4,0.06,0,0.0,5
1582,0,0,171,27,0,0,0.0,2,0.01,5
1583,0,0,46,8,0,0,0.0,0,0.0,1
1584,0,0,200,31,0,0,0.0,0,0.0,5
1585,1,0,87,13,1,4,0.05,0,0.0,5
1586,1,0,99,15,0,7,0.07,1,0.01,5
1587,0,0,59,7,0,0,0.0,0,0.0,5
1588,0,0,144,19,0,0,0.0,0,0.0,1
1589,1,0,22,4,0,2,0.09,0,0.0,5
1590,1,0,33,5,0,0,0.0,0,0.0,2
1591,1,0,30,5,0,2,0.07,0,0.0,5
1592,0,0,92,13,0,0,0.0,3,0.03,2
1593,1,0,33,5,0,0,0.0,0,0.0,5
1594,0,0,95,12,0,0,0.0,0,0.0,5
1595,0,0,92,13,0,0,0.0,0,0.0,1
1596,1,0,85,11,0,4,0.05,0,0.0,3
1597,0,0,262,37,0,0,0.0,3,0.01,5
1598,0,0,193,34,0,0,0.0,4,0.02,5
1599,1,0,30,4,0,3,0.1,0,0.0,5
1600,0,0,66,10,0,0,0.0,0,0.0,1
1601,1,0,94,12,0,7,0.07,0,0.0,5
1602,0,0,68,10,0,0,0.0,0,0.0,5
1603,1,0,40,5,0,4,0.1,0,0.0,5
1604,1,0,51,6,0,3,0.06,0,0.0,5
1605,0,0,214,33,0,0,0.0,0,0.0,1
1606,1,0,51,6,0,3,0.06,0,0.0,5
1607,1,0,26,4,0,1,0.04,0,0.0,5
1608,1,0,130,18,0,5,0.04,0,0.0,5
1609,0,0,216,34,0,0,0.0,3,0.01,1
1610,0,0,53,6,0,0,0.0,0,0.0,5
1611,1,0,45,6,0,5,0.11,0,0.0,5
1612,0,0,239,34,0,0,0.0,3,0.01,1
1613,0,0,160,26,0,0,0.0,1,0.01,5
1614,0,0,12,2,0,0,0.0,0,0.0,1
1615,0,0,156,24,0,0,0.0,0,0.0,1
1616,0,0,68,9,0,0,0.0,0,0.0,1
1617,1,0,82,12,0,1,0.01,1,0.01,5
1618,1,0,75,11,0,4,0.05,0,0.0,5
1619,0,0,247,37,0,0,0.0,0,0.0,1
1620,0,0,25,3,0,0,0.0,0,0.0,1
1621,1,0,122,19,0,6,0.05,0,0.0,5
1622,1,0,113,16,1,0,0.0,0,0.0,1
1623,0,0,95,17,0,0,0.0,2,0.02,1
1624,1,0,9,1,0,0,0.0,0,0.0,1
1625,1,0,129,18,0,7,0.05,0,0.0,1
1626,1,0,112,15,0,6,0.05,0,0.0,5
1627,0,0,153,22,0,0,0.0,2,0.01,5
1628,0,0,512,76,0,0,0.0,0,0.0,1
1629,1,0,25,4,0,4,0.16,0,0.0,5
1630,0,0,199,33,0,0,0.0,0,0.0,1
1631,1,0,18,3,0,2,0.11,0,0.0,3
1632,0,0,108,17,0,0,0.0,0,0.0,1
1633,0,0,380,60,0,0,0.0,0,0.0,1
1634,0,0,242,40,0,0,0.0,1,0.0,4
1635,1,0,87,12,0,5,0.06,0,0.0,1
1636,0,0,60,10,0,0,0.0,0,0.0,5
1637,1,0,15,2,0,0,0.0,0,0.0,5
1638,1,0,69,11,0,3,0.04,0,0.0,5
1639,1,0,163,23,0,7,0.04,0,0.0,5
1640,1,0,92,14,0,4,0.04,0,0.0,1
1641,1,0,45,6,0,1,0.02,0,0.0,1
1642,1,0,21,3,0,2,0.1,0,0.0,5
1643,0,0,369,58,1,0,0.0,0,0.0,1
1644,0,0,60,9,0,0,0.0,1,0.02,4
1645,1,0,261,36,0,6,0.02,0,0.0,2
1646,1,0,46,8,0,2,0.04,0,0.0,3
1647,1,0,38,6,0,3,0.08,0,0.0,3
1648,1,0,31,5,0,2,0.06,0,0.0,5
1649,1,0,18,3,0,3,0.17,0,0.0,5
1650,0,0,118,18,0,0,0.0,0,0.0,2
1651,1,0,73,10,0,1,0.01,2,0.03,1
1652,0,0,92,12,0,0,0.0,0,0.0,1
1653,1,0,59,9,0,0,0.0,0,0.0,5
1654,1,0,15,1,0,0,0.0,0,0.0,5
1655,0,0,196,31,0,0,0.0,0,0.0,5
1656,0,0,46,7,0,0,0.0,1,0.02,3
1657,1,0,79,11,0,6,0.08,0,0.0,1
1658,1,0,111,17,0,5,0.05,0,0.0,4
1659,0,0,256,39,0,0,0.0,0,0.0,4
1660,1,0,100,18,0,6,0.06,2,0.02,5
1661,0,0,212,32,0,0,0.0,2,0.01,1
1662,0,0,75,10,0,0,0.0,0,0.0,1
1663,1,0,54,9,0,4,0.07,2,0.04,5
1664,0,0,69,11,0,0,0.0,2,0.03,5
1665,1,0,35,5,0,1,0.03,0,0.0,1
1666,0,0,266,37,1,0,0.0,0,0.0,5
1667,0,0,48,7,0,0,0.0,0,0.0,2
1668,1,0,104,14,0,5,0.05,0,0.0,1
1669,1,0,34,5,0,4,0.12,0,0.0,5
1670,0,0,96,13,0,0,0.0,0,0.0,1
1671,1,0,326,45,0,7,0.02,0,0.0,1
1672,0,0,368,59,0,0,0.0,0,0.0,2
1673,1,0,6,1,0,2,0.33,0,0.0,1
1674,0,0,39,6,0,0,0.0,0,0.0,5
1675,1,0,44,6,0,3,0.07,0,0.0,5
1676,0,0,37,4,0,0,0.0,0,0.0,1
1677,0,0,226,31,0,0,0.0,3,0.01,5
1678,1,0,101,14,0,5,0.05,0,0.0,5
1679,1,0,82,10,0,4,0.05,0,0.0,1
1680,0,0,78,10,0,0,0.0,0,0.0,5
1681,1,0,85,12,0,3,0.04,0,0.0,1
1682,0,0,101,19,0,0,0.0,1,0.01,4
1683,0,0,204,32,0,0,0.0,5,0.02,3
1684,1,0,54,7,0,0,0.0,0,0.0,1
1685,0,0,136,22,0,0,0.0,0,0.0,1
1686,0,0,34,4,0,0,0.0,0,0.0,5
1687,0,0,61,8,0,0,0.0,0,0.0,5
1688,0,0,116,18,0,0,0.0,0,0.0,1
1689,1,0,57,8,0,3,0.05,0,0.0,5
1690,0,0,384,61,0,0,0.0,0,0.0,5
1691,0,0,214,35,0,0,0.0,5,0.02,5
1692,1,0,109,13,0,1,0.01,2,0.02,1
1693,1,0,25,4,0,2,0.08,0,0.0,5
1694,1,0,11,2,0,1,0.09,0,0.0,1
1695,0,0,23,3,0,0,0.0,0,0.0,5
1696,1,0,88,11,0,1,0.01,2,0.02,2
1697,0,0,136,19,0,0,0.0,0,0.0,4
1698,1,0,26,4,0,2,0.08,0,0.0,5
1699,0,0,88,14,0,0,0.0,4,0.05,5
1700,1,0,100,9,0,1,0.01,2,0.02,2
1701,1,0,17,3,0,1,0.06,0,0.0,4
1702,1,0,54,9,0,4,0.07,2,0.04,5
1703,1,0,284,39,0,3,0.01,3,0.01,1
1704,0,0,31,4,0,0,0.0,0,0.0,5
1705,0,0,390,57,0,0,0.0,5,0.01,1
1706,0,0,368,59,0,0,0.0,0,0.0,2
1707,0,0,23,5,0,0,0.0,0,0.0,4
1708,0,0,27,4,0,0,0.0,0,0.0,5
1709,0,0,22,4,0,0,0.0,0,0.0,1
1710,1,0,61,10,0,6,0.1,0,0.0,1
1711,0,0,12,2,0,0,0.0,0,0.0,1
1712,1,0,22,4,0,1,0.05,0,0.0,4
1713,0,0,33,5,0,0,0.0,0,0.0,5
1714,1,0,15,2,0,1,0.07,0,0.0,5
1715,1,0,96,14,0,5,0.05,0,0.0,1
1716,0,0,614,91,0,0,0.0,0,0.0,3
1717,0,0,328,51,0,0,0.0,1,0.0,4
1718,1,0,27,4,0,3,0.11,0,0.0,5
1719,1,0,59,8,0,3,0.05,0,0.0,4
1720,1,0,194,27,0,6,0.03,0,0.0,1
1721,0,0,192,29,0,0,0.0,2,0.01,1
1722,1,0,33,5,0,4,0.12,0,0.0,5
1723,0,0,215,31,0,0,0.0,0,0.0,1
1724,1,0,79,11,0,1,0.01,2,0.03,1
1725,1,0,73,12,0,5,0.07,0,0.0,1
1726,0,0,151,26,0,0,0.0,0,0.0,1
1727,1,0,53,8,0,3,0.06,0,0.0,3
1728,1,0,55,8,0,1,0.02,0,0.0,5
1729,1,0,46,6,0,4,0.09,0,0.0,5
1730,1,0,94,14,0,5,0.05,0,0.0,3
1731,1,0,47,8,0,3,0.06,0,0.0,4
1732,0,0,38,6,0,0,0.0,0,0.0,5
1733,1,0,61,10,0,3,0.05,0,0.0,5
1734,1,0,58,9,0,5,0.09,0,0.0,5
1735,0,0,57,9,0,0,0.0,0,0.0,5
1736,1,0,141,20,0,7,0.05,0,0.0,5
1737,1,0,40,6,0,2,0.05,0,0.0,1
1738,0,0,26,4,0,0,0.0,0,0.0,5
1739,1,0,165,22,0,6,0.04,2,0.01,1
1740,0,0,75,11,0,0,0.0,0,0.0,5
1741,1,0,120,15,0,1,0.01,0,0.0,1
1742,1,0,24,3,0,3,0.12,0,0.0,5
1743,1,0,40,5,0,2,0.05,0,0.0,5
1744,1,0,306,46,0,2,0.01,1,0.0,3
1745,0,0,183,27,0,0,0.0,0,0.0,3
1746,0,0,151,21,0,0,0.0,0,0.0,1
1747,1,0,137,20,0,0,0.0,0,0.0,5
1748,0,0,530,81,0,0,0.0,1,0.0,1
1749,0,0,262,41,0,0,0.0,0,0.0,5
1750,1,0,74,8,0,1,0.01,4,0.05,1
1751,1,0,50,7,0,4,0.08,0,0.0,1
1752,1,0,283,45,0,7,0.02,2,0.01,5
1753,0,0,23,3,0,0,0.0,0,0.0,1
1754,1,1,176,22,0,6,0.03,0,0.0,5
1755,0,0,108,14,0,0,0.0,2,0.02,5
1756,0,0,13,2,0,0,0.0,0,0.0,4
1757,0,0,62,8,0,0,0.0,0,0.0,1
1758,1,0,38,5,0,4,0.11,0,0.0,5
1759,0,0,65,8,0,0,0.0,0,0.0,5
1760,0,0,38,5,0,0,0.0,0,0.0,5
1761,1,0,21,3,0,2,0.1,0,0.0,5
1762,1,0,20,3,0,0,0.0,0,0.0,1
1763,0,0,374,64,0,0,0.0,1,0.0,1
1764,1,0,166,25,0,1,0.01,0,0.0,5
1765,1,0,98,12,0,4,0.04,0,0.0,1
1766,1,0,136,21,0,6,0.04,0,0.0,5
1767,1,0,132,21,0,7,0.05,0,0.0,5
1768,1,0,25,3,0,0,0.0,0,0.0,5
1769,1,0,101,14,0,6,0.06,1,0.01,5
1770,0,0,76,11,0,0,0.0,0,0.0,5
1771,0,0,18,3,0,0,0.0,0,0.0,2
1772,0,0,18,2,0,0,0.0,0,0.0,5
1773,1,0,273,43,0,7,0.03,0,0.0,1
1774,1,0,16,2,0,0,0.0,0,0.0,2
1775,1,0,57,10,0,4,0.07,0,0.0,5
1776,0,0,83,10,0,0,0.0,0,0.0,5
1777,0,0,117,19,0,0,0.0,0,0.0,1
1778,0,0,239,37,0,0,0.0,1,0.0,1
1779,0,0,12,2,0,0,0.0,0,0.0,1
1780,1,0,22,3,0,2,0.09,0,0.0,3
1781,1,0,39,6,0,2,0.05,0,0.0,5
1782,0,0,216,38,0,0,0.0,1,0.0,4
1783,1,0,6,1,0,1,0.17,0,0.0,2
1784,0,0,163,28,0,0,0.0,0,0.0,1
1785,0,0,49,7,0,0,0.0,1,0.02,5
1786,1,0,21,3,0,1,0.05,0,0.0,5
1787,1,0,317,48,0,8,0.03,4,0.01,1
1788,1,0,22,3,0,2,0.09,0,0.0,2
1789,1,0,92,12,0,5,0.05,3,0.03,2
1790,0,0,140,23,0,0,0.0,0,0.0,1
1791,1,0,244,33,0,8,0.03,0,0.0,5
1792,0,0,187,32,0,0,0.0,6,0.03,3
1793,1,0,365,56,1,4,0.01,2,0.01,3
1794,1,0,14,2,0,0,0.0,0,0.0,1
1795,1,0,51,9,0,6,0.12,0,0.0,4
1796,0,0,97,16,0,0,0.0,0,0.0,1
1797,1,0,74,11,0,4,0.05,0,0.0,1
1798,1,0,21,4,0,0,0.0,0,0.0,5
1799,1,0,96,14,0,5,0.05,3,0.03,5
1800,1,0,39,5,0,3,0.08,0,0.0,1
1801,1,0,28,3,0,1,0.04,0,0.0,1
1802,0,0,27,3,0,0,0.0,0,0.0,1
1803,0,0,650,93,1,0,0.0,0,0.0,1
1804,1,0,475,68,0,8,0.02,0,0.0,1
1805,0,0,70,12,0,0,0.0,0,0.0,5
1806,0,0,161,27,0,0,0.0,0,0.0,2
1807,0,0,92,9,0,0,0.0,0,0.0,5
1808,0,0,72,10,0,0,0.0,0,0.0,5
1809,0,0,60,10,0,0,0.0,0,0.0,1
1810,0,0,212,29,0,0,0.0,0,0.0,1
1811,0,0,75,10,0,0,0.0,0,0.0,5
1812,1,0,42,5,0,4,0.1,0,0.0,3
1813,0,0,16,2,0,0,0.0,0,0.0,1
1814,0,0,293,37,0,0,0.0,2,0.01,1
1815,0,0,145,22,0,0,0.0,0,0.0,1
1816,0,0,76,11,0,0,0.0,0,0.0,1
1817,1,0,47,6,0,4,0.09,0,0.0,5
1818,0,0,282,40,0,0,0.0,2,0.01,3
1819,0,0,43,8,0,0,0.0,0,0.0,1
1820,0,0,45,5,0,0,0.0,0,0.0,5
1821,0,0,23,3,0,0,0.0,0,0.0,5
1822,1,0,15,2,0,2,0.13,0,0.0,1
1823,1,0,80,11,0,5,0.06,0,0.0,5
1824,1,0,119,17,0,6,0.05,0,0.0,5
1825,1,0,123,19,0,8,0.07,1,0.01,3
1826,0,0,130,18,0,0,0.0,0,0.0,5
1827,1,0,13,2,0,1,0.08,0,0.0,4
1828,0,0,272,37,0,0,0.0,0,0.0,1
1829,0,0,141,20,0,0,0.0,0,0.0,4
1830,1,0,27,4,0,1,0.04,0,0.0,5
1831,1,0,46,6,0,2,0.04,3,0.07,1
1832,1,0,550,78,1,8,0.01,5,0.01,3
1833,0,0,292,47,0,0,0.0,0,0.0,2
1834,1,0,38,5,0,3,0.08,0,0.0,5
1835,0,0,164,24,0,0,0.0,0,0.0,5
1836,0,0,193,31,2,0,0.0,2,0.01,5
1837,0,0,100,14,0,0,0.0,0,0.0,5
1838,1,0,180,27,1,0,0.0,2,0.01,1
1839,1,0,80,10,0,3,0.04,0,0.0,5
1840,0,0,41,5,0,0,0.0,0,0.0,1
1841,0,0,18,3,0,0,0.0,0,0.0,5
1842,1,0,127,16,0,0,0.0,0,0.0,1
1843,1,0,86,12,0,4,0.05,0,0.0,5
1844,1,0,28,5,0,3,0.11,0,0.0,4
1845,1,0,69,8,0,4,0.06,0,0.0,5
1846,0,0,34,4,0,0,0.0,0,0.0,1
1847,0,0,9,2,1,0,0.0,0,0.0,3
1848,1,0,285,39,0,7,0.02,0,0.0,5
1849,1,0,44,7,0,5,0.11,0,0.0,5
1850,1,0,466,66,0,6,0.01,3,0.01,1
1851,1,0,12,2,0,2,0.17,0,0.0,5
1852,0,0,65,10,1,0,0.0,0,0.0,1
1853,1,0,67,10,0,5,0.07,0,0.0,5
1854,1,0,12,2,0,0,0.0,0,0.0,1
1855,1,0,92,15,0,3,0.03,0,0.0,2
1856,1,0,51,7,0,4,0.08,0,0.0,5
1857,1,0,284,39,0,3,0.01,3,0.01,1
1858,0,0,69,11,0,0,0.0,1,0.01,4
1859,1,0,40,5,0,1,0.02,0,0.0,5
1860,0,0,80,11,0,0,0.0,0,0.0,5
1861,0,0,129,17,0,0,0.0,0,0.0,5
1862,1,0,46,8,0,4,0.09,0,0.0,5
1863,0,0,205,30,0,0,0.0,0,0.0,1
1864,0,0,96,13,0,0,0.0,0,0.0,5
1865,0,0,44,6,0,0,0.0,0,0.0,1
1866,1,0,135,19,0,7,0.05,0,0.0,5
1867,1,0,162,21,0,1,0.01,3,0.02,3
1868,0,0,143,22,0,0,0.0,0,0.0,5
1869,0,0,258,41,0,0,0.0,0,0.0,5
1870,1,0,141,20,0,6,0.04,0,0.0,5
1871,1,0,47,6,0,2,0.04,0,0.0,5
1872,1,0,79,11,0,1,0.01,0,0.0,1
1873,1,0,43,5,0,3,0.07,0,0.0,1
1874,1,0,114,16,0,6,0.05,0,0.0,3
1875,1,0,149,21,0,7,0.05,0,0.0,3
1876,0,0,16,2,0,0,0.0,0,0.0,5
1877,1,0,263,33,0,7,0.03,0,0.0,1
1878,1,0,42,6,0,3,0.07,0,0.0,5
1879,0,0,383,64,0,0,0.0,3,0.01,1
1880,0,0,178,29,0,0,0.0,1,0.01,1
1881,1,0,38,5,0,3,0.08,0,0.0,5
1882,1,0,35,5,0,4,0.11,0,0.0,1
1883,0,0,117,18,0,0,0.0,1,0.01,5
1884,1,0,11,2,0,0,0.0,0,0.0,1
1885,1,0,71,10,0,5,0.07,0,0.0,5
1886,0,0,622,92,0,0,0.0,0,0.0,5
1887,1,0,7,1,0,1,0.14,0,0.0,5
1888,1,0,55,8,0,3,0.05,0,0.0,5
1889,0,0,100,15,0,0,0.0,0,0.0,5
1890,1,0,55,10,0,7,0.13,0,0.0,1
1891,1,0,466,68,0,6,0.01,2,0.0,5
1892,1,0,40,6,0,4,0.1,0,0.0,5
1893,0,0,131,19,0,0,0.0,0,0.0,4
1894,1,0,20,2,0,1,0.05,0,0.0,5
1895,1,0,22,4,0,5,0.23,0,0.0,1
1896,1,0,73,11,0,4,0.05,0,0.0,3
1897,1,0,72,9,0,3,0.04,0,0.0,5
1898,0,0,94,17,0,0,0.0,0,0.0,1
1899,1,0,242,33,0,2,0.01,1,0.0,5
1900,0,0,200,31,0,0,0.0,0,0.0,5
1901,1,0,51,7,0,2,0.04,0,0.0,5
1902,0,0,164,28,0,0,0.0,1,0.01,1
1903,1,0,19,3,0,1,0.05,0,0.0,1
1904,1,0,35,6,0,2,0.06,0,0.0,5
1905,1,0,18,3,0,0,0.0,0,0.0,1
1906,0,0,58,8,0,0,0.0,0,0.0,5
1907,0,0,194,26,0,0,0.0,0,0.0,4
1908,0,0,141,20,0,0,0.0,0,0.0,5
1909,1,0,69,10,0,5,0.07,0,0.0,5
1910,1,0,22,3,0,1,0.05,0,0.0,5
1911,0,0,142,17,0,0,0.0,0,0.0,3
1912,1,0,14,2,0,0,0.0,0,0.0,1
1913,1,0,88,15,0,4,0.05,4,0.05,5
1914,0,0,109,17,0,0,0.0,1,0.01,5
1915,0,0,247,35,0,0,0.0,0,0.0,5
1916,0,0,164,28,0,0,0.0,1,0.01,1
1917,1,0,122,15,0,7,0.06,0,0.0,1
1918,1,0,23,3,0,3,0.13,0,0.0,5
1919,0,0,37,5,0,0,0.0,0,0.0,3
1920,1,0,150,21,0,5,0.03,0,0.0,1
1921,1,0,30,5,0,3,0.1,1,0.03,5
1922,1,0,28,4,0,3,0.11,0,0.0,5
1923,1,0,31,4,0,3,0.1,0,0.0,5
1924,0,0,38,6,0,0,0.0,0,0.0,5
1925,0,0,107,17,0,0,0.0,0,0.0,5
1926,1,0,44,6,0,5,0.11,0,0.0,3
1927,0,0,378,59,0,0,0.0,0,0.0,1
1928,0,0,82,13,1,0,0.0,0,0.0,4
1929,1,0,4,1,0,0,0.0,0,0.0,5
1930,1,0,300,47,0,5,0.02,4,0.01,1
1931,1,0,72,9,0,5,0.07,0,0.0,5
1932,1,0,88,15,0,5,0.06,0,0.0,4
1933,0,0,530,76,0,0,0.0,1,0.0,1
1934,0,0,196,34,0,0,0.0,3,0.02,5
1935,0,0,234,39,0,0,0.0,0,0.0,3
1936,0,0,28,4,0,0,0.0,0,0.0,5
1937,1,0,19,2,0,0,0.0,0,0.0,5
1938,0,0,247,37,0,0,0.0,0,0.0,1
1939,0,0,21,4,0,0,0.0,0,0.0,1
1940,1,0,11,2,0,2,0.18,0,0.0,5
1941,0,0,53,6,0,0,0.0,0,0.0,5
1942,1,0,196,27,0,5,0.03,0,0.0,1
1943,0,0,18,3,0,0,0.0,0,0.0,1
1944,1,0,131,18,0,4,0.03,0,0.0,5
1945,1,0,53,9,0,2,0.04,2,0.04,5
1946,1,0,13,2,0,1,0.08,0,0.0,1
1947,1,0,228,36,0,5,0.02,2,0.01,1
1948,0,0,125,17,0,0,0.0,0,0.0,5
1949,0,0,55,9,0,0,0.0,1,0.02,5
1950,1,0,42,6,0,3,0.07,0,0.0,5
1951,1,0,27,4,0,3,0.11,0,0.0,3
1952,0,0,44,5,0,0,0.0,0,0.0,5
1953,1,0,170,25,0,3,0.02,0,0.0,1
1954,1,0,19,3,0,1,0.05,0,0.0,5
1955,1,0,175,28,0,6,0.03,3,0.02,4
1956,0,0,146,18,0,0,0.0,0,0.0,3
1957,1,0,46,7,0,3,0.07,0,0.0,3
1958,0,0,72,9,0,0,0.0,0,0.0,5
1959,1,0,60,8,0,0,0.0,0,0.0,1
1960,0,0,34,5,0,0,0.0,0,0.0,1
1961,0,0,167,27,0,0,0.0,0,0.0,3
1962,1,0,25,3,0,2,0.08,0,0.0,5
1963,1,0,205,28,0,3,0.01,0,0.0,4
1964,1,0,107,14,0,5,0.05,0,0.0,5
1965,0,0,212,29,0,0,0.0,0,0.0,1
1966,0,0,37,4,0,0,0.0,0,0.0,2
1967,0,0,132,25,0,0,0.0,2,0.02,5
1968,0,0,15,2,0,0,0.0,0,0.0,5
1969,0,0,65,7,0,0,0.0,0,0.0,5
1970,1,0,265,37,0,0,0.0,0,0.0,1
1971,0,0,61,9,0,0,0.0,0,0.0,3
1972,1,0,142,21,0,0,0.0,0,0.0,1
1973,1,0,38,6,0,2,0.05,0,0.0,5
1974,0,0,119,18,0,0,0.0,0,0.0,5
1975,1,0,61,9,0,1,0.02,4,0.07,1
1976,0,0,19,3,0,0,0.0,0,0.0,5
1977,0,0,242,39,0,0,0.0,0,0.0,1
1978,0,0,24,4,0,0,0.0,0,0.0,1
1979,1,0,62,9,0,4,0.06,0,0.0,5
1980,0,0,13,2,0,0,0.0,0,0.0,1
1981,1,0,6,1,0,0,0.0,0,0.0,5
1982,0,0,211,29,0,0,0.0,0,0.0,1
1983,0,0,261,39,0,0,0.0,0,0.0,1
1984,0,0,135,19,3,0,0.0,0,0.0,1
1985,1,0,69,10,0,5,0.07,0,0.0,1
1986,1,0,85,11,0,6,0.07,0,0.0,5
1987,1,0,17,3,0,0,0.0,0,0.0,5
1988,0,0,101,15,0,0,0.0,1,0.01,5
1989,0,0,239,35,0,0,0.0,4,0.02,5
1990,1,0,23,3,0,1,0.04,0,0.0,5
1991,0,0,160,24,0,0,0.0,0,0.0,3
1992,1,0,162,24,0,3,0.02,0,0.0,2
1993,0,0,288,44,0,0,0.0,1,0.0,1
1994,0,0,33,6,0,0,0.0,0,0.0,5
1995,1,0,97,15,0,4,0.04,0,0.0,5
1996,0,0,255,37,0,0,0.0,6,0.02,5
1997,0,0,136,19,0,0,0.0,0,0.0,5
1998,0,0,107,17,0,0,0.0,0,0.0,4
1999,0,0,90,14,0,0,0.0,0,0.0,5
2000,1,0,16,2,0,0,0.0,0,0.0,5
2001,1,0,550,78,1,8,0.01,5,0.01,3
2002,1,0,168,22,0,1,0.01,2,0.01,1
2003,0,0,19,4,0,0,0.0,0,0.0,5
2004,1,0,31,4,0,4,0.13,0,0.0,5
2005,1,0,201,23,0,1,0.0,2,0.01,1
2006,1,0,13,2,0,2,0.15,0,0.0,5
2007,0,0,178,29,0,0,0.0,0,0.0,3
2008,1,0,68,8,0,3,0.04,1,0.01,1
2009,1,0,40,6,0,4,0.1,0,0.0,5
2010,0,0,68,10,0,0,0.0,0,0.0,5
2011,0,0,42,6,0,0,0.0,0,0.0,1
2012,0,0,29,4,0,0,0.0,0,0.0,5
2013,0,0,245,39,0,0,0.0,2,0.01,5
2014,1,0,206,29,0,6,0.03,0,0.0,1
2015,0,0,94,12,0,0,0.0,2,0.02,5
2016,1,0,80,11,0,5,0.06,0,0.0,5
2017,1,0,98,13,0,6,0.06,0,0.0,4
2018,0,0,32,4,0,0,0.0,0,0.0,1
2019,0,0,51,6,0,0,0.0,0,0.0,5
2020,0,0,325,41,0,0,0.0,0,0.0,4
2021,0,0,35,4,0,3,0.09,0,0.0,2
2022,1,0,74,10,0,3,0.04,0,0.0,5
2023,1,0,18,3,0,3,0.17,0,0.0,5
2024,1,0,58,8,0,5,0.09,0,0.0,5
2025,0,0,301,51,0,0,0.0,0,0.0,1
2026,1,0,17,3,0,0,0.0,0,0.0,5
2027,1,0,194,28,0,5,0.03,5,0.03,1
2028,1,0,60,7,0,4,0.07,0,0.0,5
2029,1,0,48,7,0,4,0.08,0,0.0,5
2030,1,0,79,11,0,1,0.01,0,0.0,1
2031,0,0,89,13,0,0,0.0,0,0.0,1
2032,1,0,60,9,0,2,0.03,4,0.07,1
2033,1,0,32,5,0,3,0.09,0,0.0,5
2034,0,0,164,27,0,0,0.0,0,0.0,5
2035,1,0,257,39,0,8,0.03,0,0.0,5
2036,1,0,89,13,0,2,0.02,0,0.0,5
2037,0,0,136,20,0,0,0.0,0,0.0,5
2038,0,0,68,10,0,0,0.0,1,0.01,5
2039,1,0,284,39,0,3,0.01,3,0.01,1
2040,1,0,204,32,0,7,0.03,2,0.01,1
2041,1,0,118,17,0,1,0.01,0,0.0,3
2042,0,0,54,8,0,0,0.0,0,0.0,5
2043,1,0,80,10,0,6,0.08,0,0.0,5
2044,1,0,12,2,0,2,0.17,0,0.0,5
2045,1,1,299,38,0,8,0.03,0,0.0,5
2046,1,0,22,4,0,1,0.05,0,0.0,5
2047,1,0,17,2,0,0,0.0,0,0.0,5
2048,1,0,26,3,0,3,0.12,0,0.0,5
2049,1,0,74,11,0,3,0.04,0,0.0,5
2050,1,0,42,7,0,3,0.07,0,0.0,5
2051,0,0,120,14,0,0,0.0,0,0.0,1
2052,0,0,92,15,0,0,0.0,1,0.01,1
2053,0,0,17,2,0,0,0.0,0,0.0,5
2054,0,0,183,32,1,0,0.0,0,0.0,1
2055,1,0,57,8,0,0,0.0,0,0.0,1
2056,0,0,92,13,0,0,0.0,0,0.0,1
2057,1,0,52,8,0,3,0.06,0,0.0,3
2058,0,0,140,23,0,0,0.0,3,0.02,5
2059,0,0,242,38,0,0,0.0,0,0.0,5
2060,0,0,14,2,0,0,0.0,0,0.0,5
2061,1,0,379,47,0,0,0.0,1,0.0,2
2062,0,0,125,16,0,0,0.0,0,0.0,1
2063,0,0,101,15,0,0,0.0,0,0.0,1
2064,0,0,171,24,0,0,0.0,0,0.0,1
2065,1,0,97,12,0,1,0.01,4,0.04,1
2066,1,0,93,13,0,5,0.05,0,0.0,1
2067,1,0,54,7,0,6,0.11,0,0.0,5
2068,1,0,22,3,0,2,0.09,0,0.0,5
